,ADDRESS,BATHS,BEDS,CITY,DAYS ON MARKET,DESC,HOA/MONTH,LATITUDE,LOCATION,LONGITUDE,LOT SIZE,PRICE,PROPERTY TYPE,SALE TYPE,SQUARE FEET,SQUAREFT,STATE,STATUS,URL,YEAR BUILT,ZIP,FAVORITED
42,5301 Wallingford Ave N,2.0,2,Seattle,5,"Classic craftsman bungalow w/ bright, Southern exposure on a beautiful corner lot in coveted Green Lake. This well-maintained home w/ old world charm is a perfect opportunity to add your personalized touch! The main floor offers living & formal dining rooms, kitchen w/ side yard access, 2nd bed, full bath & den. Upstairs, you'll find the Master, full bath & storage + the unfinished basement offers expansion potential. Idyllic front porch swing, back deck & easy stroll to Green Lake & Tangletown.",0.0,47.66734279999999,Green Lake,-122.3366256,2054.0,749900,Single Family Residential,MLS Listing,2150.0,349.0,WA,Active,http://www.redfin.com/WA/Seattle/5301-Wallingford-Ave-N-98103/home/305282,1911.0,98103,N
43,1620 Belmont Ave #221,1.0,1,Seattle,5,"Amazing 1 bedroom at Press Condos on the corner of Pine & Belmont in the heart of Capitol Hill. This large corner unit features both south & west facing windows, new wood floors, completely new kitchen including cabinets, counters & stainless appliances, large walk-in closet & in-unit W/ D. Right outside are your favorite bars, restaurants & shops. Amenities include rooftop deck w/ amazing views, gym & owners lounge. No rental cap & pet friendly. The light rail is just blocks away. WalkScore of 99",381.0,47.6160731,Capitol Hill,-122.3241699,,560000,Condo/Co-op,MLS Listing,670.0,836.0,WA,Active,http://www.redfin.com/WA/Seattle/1620-Belmont-Ave-98122/unit-221/home/12092064,2005.0,98122,N
44,340 NE 53rd St,1.75,4,Seattle,5,"Perched above the street, enjoy Mt. Rainier views from S-facing home. Beautifully landscaped garden & inviting entry w abundant light. Loft-style upper master boasts 10' ceilings, ideal for project or studio space. 2beds/office on main, full bath, spacious kitchen & dining room. Extend living space onto entertainment-sized deck, complete w views, 7-person hot tub & BBQ. MIL or 4th bed & living rm downstairs w separate entry. Desirable Green Lake/Wallingford; steps to the lake, amazing amenities.",0.0,47.6673916,Wallingford,-122.3237869,4080.0,749950,Single Family Residential,MLS Listing,1834.0,409.0,WA,Active,http://www.redfin.com/WA/Seattle/340-NE-53rd-St-98105/home/306091,1920.0,98105,N
45,2300 N 50th St,1.0,2,Seattle,5,"Turn key home on a spacious corner lot! Open concept living area with cozy fireplae looks on to the updated kitchen with stainless steel appliances, eating area, & plenty of cabinet space! Generous bedroom & full bathroom on main level. Lower level boasts second spacious bedroom with seating area and large utility room! Fully fenced backyard with patio! Close proximity to Green Lake, freeways, SR-99, shops, down town Seattle, Tangletown, & Meridian playground park. Easy access to I5 & downtown.",0.0,47.6652093,Wallingford,-122.3304415,3570.0,649000,Single Family Residential,MLS Listing,1368.0,474.0,WA,Active,http://www.redfin.com/WA/Seattle/2300-N-50th-St-98103/home/306140,1950.0,98103,N
46,18707 SE Newport Wy #212,1.75,2,Issaquah,5,"Elegant Monohon corner unit with an open floorplan and gorgeous finishes! This pristine 2 Bed/2 Bath + den comes with assigned parking and storage in a secure garage with amenities such as a clubhouse and exercise room! Enjoy central A/C, granite counters and stainless steel appliances, 9' ceilings, designer paint, a private terrace, abundant natural light and a cozy gas fireplace with custom built-ins. EZ access to I-90 just minutes to Bellevue and Lake Sammamish with easy commuting to Seattle!",428.0,47.559498,Issaquah,-122.0905813,114134.0,498800,Condo/Co-op,MLS Listing,1162.0,429.0,WA,Active,http://www.redfin.com/WA/Issaquah/18707-SE-Newport-Way-98027/unit-212/home/2116949,2005.0,98027,N
47,1910 W Casino Rd #212,1.0,1,Everett,5,"Cool and well cared for remodeled unit in gated Cedar West community. Granite counter-tops, stainless steel appliances, new carpeting, bamboo hardwoods, patio with storage and low dues that include water/sewer/garbage/ins. Full size washer and dryer and all appliances included! Plenty of additional parking and a secure, gated community close to Boeing, Kasch Park, Walter Hall Golf Course, Mukilteo Ferry and easy I-5 access.",188.0,47.920558,Casino,-122.25953,69610.0,142900,Condo/Co-op,MLS Listing,573.0,249.0,WA,Active,http://www.redfin.com/WA/Everett/1910-W-Casino-Rd-98204/unit-212/home/2834356,1992.0,98204,N
48,3528 162nd Place SE,2.5,3,Bothell,5,"Welcome to this Verdera gem!On agreenbelt & has over 60K in upgrades. Light floods this fabulous home. You will love the beautiful hrdwd flrs throughout. Newer premium appliances, granite island, fireplace & great room concept w/ formal dining area. Large master w/ custom closets & 5 piece en suite bath. Huge bonus rm for entertaining. Professionally landscaped yards add nice curb appeal. Backyard with privacy. Huge park across the street w/ sport court. Award winning Schools! Don't miss this one!",45.0,47.850457,Mill Creek,-122.1860949,3485.0,659950,Single Family Residential,MLS Listing,2341.0,282.0,WA,Active,http://www.redfin.com/WA/Bothell/3528-162nd-Pl-SE-98012/home/11882562,2006.0,98012,N
49,4629 S Holly St Unit A,1.0,2,Seattle,5,"Bright and modern townhouse in Rainier Valley with open spacious layout & convenient location! This 2-bedroom home has bamboo floors, updated glass tile back splash + gas range in the kitchen, & gas fireplace in the living room. Enjoy the outdoor patio area, ready for a green thumb to add a container garden or raised beds. One-car attached garage w/ room for storage. Great location near light rail & bus lines makes commuting a breeze, plus Columbia City amenities & Seward Park aren't far away!",0.0,47.542115,Rainier Valley,-122.2739209,111.0,410000,Townhouse,MLS Listing,820.0,500.0,WA,Active,http://www.redfin.com/WA/Seattle/4629-S-Holly-St-98118/unit-A/home/28581119,2010.0,98118,N
50,7749 18th Ave SW,1.0,3,Seattle,5,"Lovingly maintained, move-in ready home in great Delridge location. Enjoy the beautifully updated kitchen w/ custom locally-made wood cabinets, granite counters, dining nook + plenty of storage. Spacious living room w/ freestanding wood stove & laminate floors throughout. 3 bedrooms + recently updated full bath, w/ access to bath from master bedroom. Alley access to the large 2-car garage + mature landscaping round out this lovely home. Convenient access to West Seattle neighborhood amenities!",0.0,47.5322391,Delridge,-122.3580939,5160.0,535000,Single Family Residential,MLS Listing,1060.0,505.0,WA,Active,http://www.redfin.com/WA/Seattle/7749-18th-Ave-SW-98106/home/475171,1977.0,98106,N
51,1418 6th Ave N,3.0,3,Seattle,5,"Spacious & stylish, this home offers luxury conveniences in an ideal location. Open floor plan, hardwood floors, 3 beds + office, new roof & furnace, AC, & 2 car garage! Enjoy the peaceful landscaped patio & lake views from master & loft. Master suite w/ walk-in closet & ensuite bath. Upstairs loft perfect for 4th bedroom/rec room & boasts rooftop deck & city views! Lower bedroom wired w/ surround sound. Perfectly located a short stroll from Gates Foundation, Amazon campuses, shops & restaurants.",150.0,47.6319427,Queen Anne,-122.3446885,1578.0,1125000,Townhouse,MLS Listing,2140.0,526.0,WA,Active,http://www.redfin.com/WA/Seattle/1418-6th-Ave-N-98109/home/131914,1996.0,98109,N
52,20606 SE 135th St,3.0,4,Issaquah,5,"Room for everyone! Beautifully upgraded home with 2nd kitchen & detached office with 1/2 bath. Large lot at end of road with park like backyard & pond. Freshly painted interior. Formal living, formal dining, 4 bedrooms, den, rec. room, dual staircases & 2 fireplaces. Large 3 car garage & security gate with long paved driveway running entire length of yard leading to fully contained & permitted additional 2 story office with split duct heating/cooling system. Fenced yard & tons of parking space!",25.0,47.48286220000001,Issaquah,-122.06681709999998,35001.0,890000,Single Family Residential,MLS Listing,3270.0,272.0,WA,Active,http://www.redfin.com/WA/Issaquah/20606-SE-135th-St-98027/home/422407,1991.0,98027,N
53,16047 SE 4th St,1.75,3,Bellevue,5,"Lake Hills 3Bed 2Bath, 1,820 sq. ft. rambler in a quiet convenient unbeatable location, close to everything. Living room w/ vaulted ceilings & a stunning floor to ceiling brick wall fireplace. Kitchen features high-end s/s gas stove w/ dual ovens & eating bar. Master w/ attached bath, walk-in closet, and wood floors. Extra large family room w/ wood burning fireplace and slider to flat fenced backyard and covered patio. Additional heated bonus room off garage perfect for guest room or workshop.",0.0,47.6059382,Bellevue,-122.1237293,8330.0,688000,Single Family Residential,MLS Listing,1820.0,378.0,WA,Active,http://www.redfin.com/WA/Bellevue/16047-SE-4th-St-98008/home/426333,1958.0,98008,N
54,11342 5th Ave SW,2.5,4,Seattle,5,"One of the largest floorpans in Seola Gardens, this sparkling 4 bedroom offers plenty of room for all of your needs. A grand entrance w/ vaulted ceiling invites you into the main living area, which offers a spacious kitchen/living/dining great room, & access to the low maintenance yard. Upstairs are all 4 bedrooms, including a delectable master suite w/ 5 piece bath & walk-in closet. Oversized 2 car garage & in a quiet community close to parks, shopping, transit & only 8 miles to DT Seattle.",70.0,47.501673,Shorewood,-122.340341,4050.0,640000,Single Family Residential,MLS Listing,2620.0,244.0,WA,Active,http://www.redfin.com/WA/Seattle/11342-5th-Ave-SW-98146/home/39904648,2014.0,98146,N
55,23420 SE Black Nugget Rd Unit F101,1.0,1,Issaquah,5,"Immaculate move-in ready condo at coveted DayBreak at Issaquah Ridge! Thoughtful updates include Brazilian Koa engineered floor, tiled entry, kitchen has all new premium stainless steel appliances (kitchen aid), custom back-splash & granite counter tops. Spacious living room, slate tiled fireplace, plenty of natural light throughout. Bedroom w/ walk in closet. Premium bath vanity, tank-less water heater. NO Rental Cap. EZ I-90 access to major employers, shopping, entertainment, parks & much more!",295.0,47.5496746,Issaquah Highlands,-122.0272975,177151.0,299000,Condo/Co-op,MLS Listing,767.0,390.0,WA,Active,http://www.redfin.com/WA/Issaquah/23420-SE-Black-Nugget-Rd-98029/unit-F101/home/144392856,2000.0,98029,N
56,4108 43rd Ave NE,2.5,4,Seattle,5,"Classic brick Tudor on the coveted Laurelhurst Boulevard. Beautiful, high-end updates combined with period details & Old World charm. Light filled master features spacious closet, gorgeous bathroom with marble counters & private deck with territorial/Space Needle views. Remodeled kitchen with breakfast nook, custom built-ins, & gas fireplace. Impeccably landscaped with tranquil back yard - pergola, apple tree, vegetable garden, & auto watering system. Huge detached garage. Beach Club access!",0.0,47.65871920000001,Laurelhurst,-122.2809973,6000.0,1500000,Single Family Residential,MLS Listing,3365.0,446.0,WA,Active,http://www.redfin.com/WA/Seattle/4108-43rd-Ave-NE-98105/home/121745,1928.0,98105,N
57,713 NW 62nd St,1.5,2,Seattle,6,"Light & bright w thoughtful design & fresh paint in townhouse style condo! Lower level boasts master w shared bath that opens onto backyard. Open main level w sunny updated kitchen/dining & living room w wood burning FP spills onto large deck w Downtown & Space Needle view perfect for entertaining. Only 2 units w/ low HOA dues (w/ s/g) newer roof & 1 car garage. Ideally located near Phinney Ridge & Ballard amenities, award winning school & parks w easy access to DT, SLU, UW via bus/highways.",200.0,47.6740524,Phinney Ridge,-122.36569740000002,3094.0,639000,Townhouse,MLS Listing,1001.0,638.0,WA,Active,http://www.redfin.com/WA/Seattle/713-NW-62nd-St-98107/home/145547351,1990.0,98107,N
58,7444 NE 156th St,1.0,3,Kenmore,6,"Gorgeous home charming neighborhood on private cul-de-sac street. Highlights include new stone fireplace, updated wood floors, new roof, spacious bedrooms, new heat pump for air conditioning upstairs, & refinished hardwood floors. The renovated kitchen includes tile floors, granite countertops, bar seating, and ss appliances. Lovely yard perfect for entertaining with a veggie garden, fire pit, large shed, plus new rose bushes and landscaping out front. Close to schools, restaurants, and parks.",0.0,47.74245910000001,Moorlands,-122.2403975,9750.0,549950,Single Family Residential,MLS Listing,1240.0,444.0,WA,Active,http://www.redfin.com/WA/Kenmore/7444-NE-156th-St-98028/home/276513,1959.0,98028,N
59,15712 Greenwood Ave N,,0,Shoreline,6,"Investor Alert!! Rare 7,800 sq. ft. Shoreline building lot in an excellent location. Subdivided 10 years ago and approved for utilities. Driveway is in. Mostly cleared, flat and tucked behind another home on Greenwood so it is private and quiet. Sunny lot with a great shape for building. Build the home of your dreams in a great area with great schools",0.0,47.7432546,Shoreline,-122.35502920000002,7876.0,299950,Vacant Land,MLS Listing,,,WA,Active,http://www.redfin.com/WA/Shoreline/15712-Greenwood-Ave-N-98133/home/114023598,,98133,N
60,3935 96th Ave SE,2.5,4,Mercer Island,6,"Welcome home to Mercerwood Estates! Amazing territorial views of the Cascades. Updated kitchens and bathrooms. Freshly painted interior and exterior. Newer roof, newer appliances, hardwood flooring. Entertain year round on the covered patio and enjoy the fun and relaxing hot tub. Peaceful and quiet dead end cul-de-sac. Top rated schools! Close to JCC, French American School, Mercer Island Pools, Mercerwood Shore Club, and I-90. Lots of restaurants, shopping and more. Make this your new home!",0.0,47.57545220000001,Mercer Island,-122.2136966,8275.0,1238000,Single Family Residential,MLS Listing,2460.0,503.0,WA,Active,http://www.redfin.com/WA/Mercer-Island/3935-96th-Ave-SE-98040/home/254994,1966.0,98040,N
61,11202 Marine View Dr SW,2.0,3,Seattle,6,"Incredible Sound view property on large, corner lot in Arbor Heights. 2 bedrooms + den off kitchen, large laundry & full bath. Hardwoods, gas fireplace insert + new gas furnace in 2013. Unfinished basement provides excellent storage. Detached, permitted 480 sf studio w/ 1 bedroom, living area & full bath - great for guests/home office/rental income. Spacious deck, hot tub, patio, established garden space w/ raised beds + fully fenced yard. Great neighborhood w/ Ocean View Community Beach rights!",0.0,47.5026616,Arbor Heights,-122.3805645,10260.0,745000,Single Family Residential,MLS Listing,2400.0,310.0,WA,Active,http://www.redfin.com/WA/Seattle/11202-Marine-View-Dr-SW-98146/home/157712,1939.0,98146,N
