,PROPERTY TYPE,ADDRESS,LOCATION,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,DAYS ON MARKET,HOA/MONTH,URL
623,Vacant Land 2018,25002 104th Ave SE Kent WA 98030,East Hill,375000.0,0,2.69,266,33500,404,212.,http://www.redfin.com/WA/Kent/25002-104th-Ave-SE-98030/home/143193880
624,Single Family Residential 2018,Lexington 3829 Kent WA 98030,The Preserve at East Hill,569995.0,5,2.5,300,97298,156,212.,http://www.redfin.com/WA/Kent/The-Preserve-at-East-Hill/Lexington-3829/home/145198568
625,Single Family Residential 2018,Sequoia Kent WA 98030,Ellis Estates,574950.0,5,3,282,97298,156,212.,http://www.redfin.com/WA/Kent/Ellis-Estates/Sequoia/home/147017180
626,Single Family Residential 2018,Carnation Kent WA 98030,Ellis Estates,619950.0,4,3,301,97298,156,212.,http://www.redfin.com/WA/Kent/Ellis-Estates/Carnation/home/147017179
627,Single Family Residential 2018,Bainbridge Next Gen Kent WA 98030,Ellis Estates,649950.0,4,3.5,318,97298,156,212.,http://www.redfin.com/WA/Kent/Ellis-Estates/Bainbridge-Next-Gen/home/147017178
628,Single Family Residential 2018,Lynden Kent WA 98030,Ellis Estates,624950.0,4,3,326,97298,156,212.,http://www.redfin.com/WA/Kent/Ellis-Estates/Lynden/home/147017177
629,Single Family Residential 2018,2104 21st Pl SE Lake Stevens WA 98258,Daysala,714880.0,5,2,326,97298,80,212.,http://www.redfin.com/WA/Lake-Stevens/2104-21st-Pl-SE-98258/home/146143795
630,Single Family Residential 2018,2123 21st St SE Lake Stevens WA 98258,Daysala,640395.0,4,2.5,285,97298,155,212.,http://www.redfin.com/WA/Lake-Stevens/2123-21st-St-SE-98258/home/145333875
631,Single Family Residential 2018,2121 21st St SE Lake Stevens WA 98258,Daysala,629695.0,4,2.5,266,97298,155,212.,http://www.redfin.com/WA/Lake-Stevens/2121-21st-St-SE-98258/home/145333874
632,Single Family Residential 2018,2125 21st St SE Lake Stevens WA 98258,Daysala,614220.0,4,2.5,270,97298,167,212.,http://www.redfin.com/WA/Lake-Stevens/2125-21st-St-SE-98258/home/145272619
633,Single Family Residential 2018,Sentosa Lake Stevens WA 98258,Daysala,658240.0,4,2.5,307,97298,156,212.,http://www.redfin.com/WA/Lake-Stevens/Daysala/Sentosa/home/145082393
634,Single Family Residential 2018,Winchester Lake Stevens WA 98258,Daysala,614220.0,4,2.5,270,97298,156,212.,http://www.redfin.com/WA/Lake-Stevens/Daysala/Winchester/home/145082395
635,Single Family Residential 2018,Solana Lake Stevens WA 98258,Daysala,629695.0,4,2.5,266,97298,156,212.,http://www.redfin.com/WA/Lake-Stevens/Daysala/Solana/home/145082397
636,Single Family Residential 2018,Newport Lake Stevens WA 98258,Daysala,724650.0,4,2.5,351,97298,156,212.,http://www.redfin.com/WA/Lake-Stevens/Daysala/Newport/home/145082402
637,Single Family Residential 2018,Ambia Lake Stevens WA 98258,Daysala,637306.0,4,2.5,285,97298,156,212.,http://www.redfin.com/WA/Lake-Stevens/Daysala/Ambia/home/145082399
638,Single Family Residential 2018,Hudson Lake Stevens WA 98258,Daysala,714880.0,4,2.5,326,97298,156,212.,http://www.redfin.com/WA/Lake-Stevens/Daysala/Hudson/home/145082404
639,Single Family Residential 2018,44719 SE Mt Si Road North Bend WA 98045,Mt Si,1150000.0,3,2.75,201,135471,209,212.,http://www.redfin.com/WA/North-Bend/44719-SE-Mt-Si-Rd-98045/home/485985
640,Single Family Residential 2018,1439 Bendigo Blvd N North Bend WA 98045,Meadowbrook,569000.0,3,1.75,880,93229,224,212.,http://www.redfin.com/WA/North-Bend/1439-Bendigo-Blvd-N-98045/home/485869
641,Vacant Land 2018,1270 E North Bend Wy North Bend WA 98045,North Bend,6090047.0,0,2.69,266,177725,243,212.,http://www.redfin.com/WA/North-Bend/1270-E-North-Bend-Way-98045/home/144721265
642,Vacant Land 2018,46275 SE Edgewick Rd North Bend WA 98045,North Bend,320000.0,0,2.69,266,290545,314,212.,http://www.redfin.com/WA/North-Bend/46275-SE-Edgewick-Rd-98045/home/109606466
643,Single Family Residential 2018,43237 SE 163rd St North Bend WA 98045,Snoqualmie Uplands,1598000.0,5,4.75,582,180774,333,92.0,http://www.redfin.com/WA/North-Bend/43237-SE-163rd-St-98045/home/487792
644,Single Family Residential 2018,667 NE Second (Lot 5) St North Bend WA 98045,North Bend,625880.0,3,2.5,176,3687,371,212.,http://www.redfin.com/WA/North-Bend/667-NE-Second-Lot-5-St-98045/home/143803778
645,Vacant Land 2018,11 E North Bend Wy North Bend WA 98045,North Bend,550000.0,0,2.69,266,57960,426,212.,http://www.redfin.com/WA/North-Bend/11-E-North-Bend-Way-98045/home/144762680
646,Vacant Land 2018,44646 SE 151st Place North Bend WA 98045,Riverbend,50000.0,0,2.69,266,12012,445,212.,http://www.redfin.com/WA/North-Bend/44646-SE-151st-Pl-98045/home/22423916
647,Vacant Land 2018,SE 131st St North Bend WA 98045,North Bend,79000.0,0,2.69,266,27300,690,212.,http://www.redfin.com/WA/Unknown/SE-131st-St-98045/home/17081419
648,Vacant Land 2018,415th Wy SE North Bend WA 98045,North Bend,195900.0,0,2.69,266,88426,690,212.,http://www.redfin.com/WA/Unknown/415th-Way-SE-98045/home/22088934
649,Vacant Land 2018,44652 SE 151st Place North Bend WA 98045,North Bend,50000.0,0,2.69,266,13120,944,212.,http://www.redfin.com/WA/North-Bend/44652-SE-151st-Pl-98045/home/22423915
650,Single Family Residential 2018,798 NE 4th St North Bend WA 98045,River Glen,802990.0,4,3.5,302,97298,10,212.,http://www.redfin.com/WA/North-Bend/798-NE-4th-St-98045/home/146994706
651,Single Family Residential 2018,367 Zemp Way NE North Bend WA 98045,River Glen,762990.0,4,2.5,244,97298,33,212.,http://www.redfin.com/WA/North-Bend/367-Zemp-Way-NE-98045/home/146434443
652,Single Family Residential 2018,386 Zemp Way NE North Bend WA 98045,River Glen,780990.0,4,3.5,302,97298,33,212.,http://www.redfin.com/WA/North-Bend/Unknown-98045/home/113996562
653,Single Family Residential 2018,393 Vaughan Blvd NE North Bend WA 98045,River Glen,811990.0,4,2.5,324,97298,33,212.,http://www.redfin.com/WA/North-Bend/393-Vaughan-Blvd-NE-98045/home/146462936
654,Single Family Residential 2018,Brinnon North Bend WA 98045,River Glen,762990.0,4,2.5,244,97298,156,212.,http://www.redfin.com/WA/North-Bend/River-Glen/Brinnon/home/112939146
655,Single Family Residential 2018,Roslyn North Bend WA 98045,River Glen,786990.0,4,3.5,302,97298,156,212.,http://www.redfin.com/WA/North-Bend/River-Glen/Roslyn/home/112939144
656,Single Family Residential 2018,Lynwood North Bend WA 98045,River Glen,811990.0,4,2.5,324,97298,156,212.,http://www.redfin.com/WA/North-Bend/River-Glen/Lynwood/home/112939143
657,Single Family Residential 2018,Anacortes North Bend WA 98045,Mountain Vista at Cedar Falls,839995.0,4,3,297,97298,156,212.,http://www.redfin.com/WA/North-Bend/Mountain-Vista-at-Cedar-Falls/Anacortes/home/145936814
658,Single Family Residential 2018,Jackson North Bend WA 98045,Mountain Vista at Cedar Falls,859995.0,4,3,314,97298,156,212.,http://www.redfin.com/WA/North-Bend/Mountain-Vista-at-Cedar-Falls/Jackson/home/145936815
659,Single Family Residential 2018,Broadmoor North Bend WA 98045,Mountain Vista at Cedar Falls,854995.0,4,3,324,97298,156,212.,http://www.redfin.com/WA/North-Bend/Mountain-Vista-at-Cedar-Falls/Broadmoor/home/145936816
660,Single Family Residential 2018,Tekoa North Bend WA 98045,Mountain Vista at Cedar Falls,854995.0,5,3,315,97298,156,212.,http://www.redfin.com/WA/North-Bend/Mountain-Vista-at-Cedar-Falls/Tekoa/home/145936817
661,Single Family Residential 2018,Salish North Bend WA 98045,Mountain Vista at Cedar Falls,854995.0,4,3,326,97298,156,212.,http://www.redfin.com/WA/North-Bend/Mountain-Vista-at-Cedar-Falls/Salish/home/145936818
662,Single Family Residential 2018,1512 Bigelow Ave N Seattle WA 98109,Queen Anne,1695000.0,4,2.75,293,5400,109,212.,http://www.redfin.com/WA/Seattle/1512-Bigelow-Ave-N-98109/home/133695
663,Other 2018,1900 Westlake Ave N Unit B3 Seattle WA 98109,Lake Union,499000.0,1,0.75,504,684,109,212.,http://www.redfin.com/WA/Seattle/1900-Westlake-Ave-N-98109/unit-B-3/home/40232215
664,Condo/Co-op 2018,7 Harrison St #25 Seattle WA 98109,Queen Anne,172500.0,0,0.75,425,7200,111,462.,http://www.redfin.com/WA/Seattle/7-Harrison-St-98109/unit-25/home/145879785
665,Other 2018,2540 Westlake Ave N #5 Seattle WA 98109,Lake Union,1190000.0,2,2,157,950,116,850.,http://www.redfin.com/WA/Seattle/2540-Westlake-Ave-N-98109/unit-5/home/144361966
666,Single Family Residential 2018,437 Smith St Seattle WA 98109,Queen Anne,1875000.0,4,3.25,356,5250,130,212.,http://www.redfin.com/WA/Seattle/437-Smith-St-98109/home/134394
667,Other 2018,1818 Westlake Ave N Unit D18 Seattle WA 98109,South Lake Union,134000.0,1,0.75,240,3000,149,1050,http://www.redfin.com/WA/Seattle/1818-Westlake-Ave-N-98109/unit-D18/home/126552788
668,Other 2018,1818 Westlake Ave N Unit D4 Seattle WA 98109,South Lake Union,255000.0,1,1,400,466,180,1050,http://www.redfin.com/WA/Seattle/1818-Westlake-Ave-N-98109/unit-D4/home/145198908
669,Other 2018,1818 Westlake Ave N Unit D5 Seattle WA 98109,South Lake Union,425000.0,1,1,475,415,180,1050,http://www.redfin.com/WA/Seattle/1818-Westlake-Ave-N-98109/unit-D5/home/145198907
670,Other 2018,1818 Westlake Ave N Unit E16 Seattle WA 98109,South Lake Union,475000.0,2,1,575,825,180,1050,http://www.redfin.com/WA/Seattle/1818-Westlake-Ave-N-98109/unit-E16/home/145198887
671,Condo/Co-op 2018,801 2nd Ave N #401 Seattle WA 98109,Queen Anne,2599000.0,2,3.75,366,15360,183,2128,http://www.redfin.com/WA/Seattle/801-2nd-Ave-N-98109/unit-401/home/22686
672,Single Family Residential 2018,15151 127th Place NE #62 Woodinville WA 98072,Kingsgate,1169995.0,5,3.25,367,5058,187,90.0,http://www.redfin.com/WA/Woodinville/15151-127th-Pl-NE-98072/unit-62/home/145129701
673,Single Family Residential 2018,15147 127th Place NE #64 Woodinville WA 98072,Kingsgate,1179995.0,5,3.25,367,5091,187,95.0,http://www.redfin.com/WA/Woodinville/15147-127th-Pl-NE-98072/unit-64/home/145129700
674,Single Family Residential 2018,15156 127th Place NE #43 Woodinville WA 98072,Kingsgate,1194995.0,5,3.25,388,5003,208,95.0,http://www.redfin.com/WA/Woodinville/15156-127th-Pl-NE-98072/unit-43/home/144912256
675,Single Family Residential 2018,17002 NE 172nd Place Woodinville WA 98072,Woodinville,4500000.0,5,2.25,341,642074,439,212.,http://www.redfin.com/WA/Woodinville/17002-NE-172nd-Pl-98072/home/449228
676,Single Family Residential 2018,15160 127th Pl NE Woodinville WA 98072,Vinterra Highlands,1179995.0,5,3.5,388,97298,41,212.,http://www.redfin.com/WA/Woodinville/15160-127th-Pl-NE-98072/home/143458232
677,Single Family Residential 2018,15316 127th Pl NE Woodinville WA 98072,Vinterra Highlands,1189995.0,5,3.5,337,97298,41,212.,http://www.redfin.com/WA/Woodinville/15316-127th-Pl-NE-98072/home/143458238
678,Single Family Residential 2018,15320 127th Pl NE Woodinville WA 98072,Vinterra Highlands,1154995.0,4,3.5,337,97298,45,212.,http://www.redfin.com/WA/Woodinville/15320-127th-Pl-NE-98072/home/143458239
679,Single Family Residential 2018,128916 NE 201st St Woodinville WA 98072,Pioneer Heights,914950.0,4,2.5,291,97298,55,212.,http://www.redfin.com/WA/Woodinville/128916-NE-201st-St-Unknown/home/146419222
680,Single Family Residential 2018,12737 NE 150th St Woodinville WA 98072,Vinterra Highlands,1224995.0,5,3.5,337,97298,77,212.,http://www.redfin.com/WA/Woodinville/12737-NE-150th-St-98072/home/143458219
681,Single Family Residential 2018,15156 127th Pl NE Woodinville WA 98072,Vinterra Highlands,1194995.0,5,3.5,388,97298,91,212.,http://www.redfin.com/WA/Woodinville/15156-127th-Pl-NE-98072/home/143458230
682,Single Family Residential 2018,15151 127th Pl NE Woodinville WA 98072,Vinterra Highlands,1169995.0,5,3.5,367,97298,133,212.,http://www.redfin.com/WA/Woodinville/15151-127th-Pl-NE-98072/home/143458250
683,Single Family Residential 2018,15050 127th Pl NE Woodinville WA 98072,Vinterra Highlands,1189995.0,5,3.5,361,97298,217,212.,http://www.redfin.com/WA/Woodinville/15050-127th-Pl-NE-98072/home/143458227
684,Single Family Residential 2018,AG 3329 B Tacoma WA 98405,Autumn Grove,978990.0,5,2,332,97298,156,212.,http://www.redfin.com/WA/Tacoma/Autumn-Grove/AG-3329-B/home/146989152
685,Single Family Residential 2018,AG 3517A Tacoma WA 98405,Autumn Grove,977990.0,5,3.5,351,97298,156,212.,http://www.redfin.com/WA/Tacoma/Autumn-Grove/AG-3517A/home/144112575
686,Single Family Residential 2018,AG 3489 Tacoma WA 98405,Autumn Grove,991990.0,5,2,348,97298,156,212.,http://www.redfin.com/WA/Tacoma/Autumn-Grove/AG-3489/home/144112576
687,Single Family Residential 2018,AG 3200A Tacoma WA 98405,Autumn Grove,923990.0,5,3.5,320,97298,156,212.,http://www.redfin.com/WA/Tacoma/Autumn-Grove/AG-3200A/home/144112577
688,Single Family Residential 2018,AG 3029 Tacoma WA 98405,Autumn Grove,941990.0,5,2,302,97298,156,212.,http://www.redfin.com/WA/Tacoma/Autumn-Grove/AG-3029/home/144109071
689,Single Family Residential 2018,2916 2-Car Woodinville WA 98072,Pioneer Heights,914950.0,4,3,291,97298,156,212.,http://www.redfin.com/WA/Woodinville/Pioneer-Heights/2916-2-Car/home/146359875
690,Single Family Residential 2018,2580 2-Car (r) Woodinville WA 98072,Pioneer Heights,869950.0,4,2.5,258,97298,156,212.,http://www.redfin.com/WA/Woodinville/Pioneer-Heights/2580-2-Car-r/home/146359877
691,Condo/Co-op 2018,Floorplan 2170 Woodinville WA 98072,Pioneer Heights,824950.0,3,2.5,217,97298,156,212.,http://www.redfin.com/WA/Woodinville/Pioneer-Heights/Floorplan-2170/home/146727453
692,Single Family Residential 2018,AG 3402A Tacoma WA 98405,Autumn Grove,989990.0,5,2,340,97298,156,212.,http://www.redfin.com/WA/Tacoma/Autumn-Grove/AG-3402A/home/144112578
693,Single Family Residential 2018,Cushman Cb41 Woodinville WA 98072,Vinterra Highlands,1319995.0,5,3.5,407,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra-Highlands/Cushman-Cb41/home/144824757
694,Single Family Residential 2018,Vancouver C430 Woodinville WA 98072,Vinterra Highlands,1189995.0,5,3.5,337,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra-Highlands/Vancouver-C430/home/144824756
695,Single Family Residential 2018,Ballinger C911 Woodinville WA 98072,Vinterra Highlands,1189995.0,5,3.5,335,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra-Highlands/Ballinger-C911/home/144969868
696,Single Family Residential 2018,Pioneer Heights - 2170 Woodinville WA 98072,Pioneer Heights,824950.0,3,2.5,217,97298,156,212.,http://www.redfin.com/WA/Woodinville/Pioneer-Heights/Pioneer-Heights-2170/home/146167681
697,Single Family Residential 2018,Pioneer Heights - 2916 Woodinville WA 98072,Pioneer Heights,914950.0,4,2.5,291,97298,156,212.,http://www.redfin.com/WA/Woodinville/Pioneer-Heights/Pioneer-Heights-2916/home/146167680
698,Single Family Residential 2018,"Pioneer Heights - 2580 C,D Woodinville WA 98072",Pioneer Heights,864950.0,4,2.5,258,97298,156,212.,http://www.redfin.com/WA/Woodinville/Pioneer-Heights/Pioneer-Heights-2580-C-D/home/146167679
699,Single Family Residential 2018,AG 3517B Tacoma WA 98405,Autumn Grove,977990.0,5,3.5,351,97298,156,212.,http://www.redfin.com/WA/Tacoma/Autumn-Grove/AG-3517B/home/144415476
700,Single Family Residential 2018,AG 3402B Tacoma WA 98405,Autumn Grove,989990.0,5,2,340,97298,156,212.,http://www.redfin.com/WA/Tacoma/Autumn-Grove/AG-3402B/home/144415477
701,Single Family Residential 2018,AG 3200B Tacoma WA 98405,Autumn Grove,923990.0,5,3.5,320,97298,156,212.,http://www.redfin.com/WA/Tacoma/Autumn-Grove/AG-3200B/home/144415478
702,Single Family Residential 2018,Whatcom C723 Woodinville WA 98072,Vinterra Highlands,1154995.0,5,3.5,337,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra-Highlands/Whatcom-C723/home/144969864
703,Single Family Residential 2018,Sammamish Ct12 Woodinville WA 98072,Vinterra Highlands,1189995.0,4,3.5,361,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra-Highlands/Sammamish-Ct12/home/144969866
704,Single Family Residential 2018,Roosevelt Ct11 Woodinville WA 98072,Vinterra Highlands,1179995.0,5,3.5,388,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra-Highlands/Roosevelt-Ct11/home/144942199
705,Single Family Residential 2018,Crescent Cb40 Woodinville WA 98072,Vinterra Highlands,1169995.0,5,3.5,367,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra-Highlands/Crescent-Cb40/home/144969867
706,Single Family Residential 2018,Mason C831 Woodinville WA 98072,Vinterra Highlands,899891.2875522677,5,3,360,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra-Highlands/Mason-C831/home/144803029
707,Single Family Residential 2018,Brighton 3831 Woodinville WA 98072,Vinterra,1169995.0,4,2.5,360,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra/Brighton-3831/home/144053618
708,Single Family Residential 2018,Caslon 4723 Woodinville WA 98072,Vinterra,1059995.0,5,3.5,337,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra/Caslon-4723/home/144053617
709,Single Family Residential 2018,Lexington 3829 Woodinville WA 98072,Vinterra,1034995.0,4,2.5,300,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra/Lexington-3829/home/143807837
710,Single Family Residential 2018,Ashland 3726 Woodinville WA 98072,Vinterra,989995.0,4,2.5,266,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra/Ashland-3726/home/129653066
711,Single Family Residential 2018,Cambridge 3724 Woodinville WA 98072,Vinterra,949995.0,4,2.5,277,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra/Cambridge-3724/home/129653058
712,Single Family Residential 2018,Melbourne 4710 Woodinville WA 98072,Vinterra,1064995.0,4,2.5,322,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra/Melbourne-4710/home/129653047
713,Single Family Residential 2018,Jefferson 5430 Woodinville WA 98072,Vinterra,1059995.0,5,3.5,337,97298,156,212.,http://www.redfin.com/WA/Woodinville/Vinterra/Jefferson-5430/home/129653039
714,Single Family Residential 2018,120 Poppy Rd Bothell WA 98012,Bothell,585000.0,4,2.75,205,17861,13,212.,http://www.redfin.com/WA/Bothell/120-Poppy-Rd-98012/home/2648093
715,Single Family Residential 2018,1903 169th Place SE Bothell WA 98012,Mill Creek Country Club,850000.0,5,2.5,226,20909,13,212.,http://www.redfin.com/WA/Bothell/1903-169th-Pl-SE-98012/home/2787547
716,Single Family Residential 2018,17725 39th Dr SE Bothell WA 98012,North Creek,619950.0,3,2.25,181,3049,13,54.0,http://www.redfin.com/WA/Bothell/17725-39th-Dr-SE-98012/home/45390744
717,Single Family Residential 2018,3920 153rd Place SE Bothell WA 98012,Mill Creek,489950.0,4,2.5,202,5001,14,32.0,http://www.redfin.com/WA/Mill-Creek/3920-153rd-Pl-SE-98012/home/2910807
718,Single Family Residential 2018,115 159th St SE Bothell WA 98012,Martha Lake,640900.0,4,2.5,250,5559,14,50.0,http://www.redfin.com/WA/Bothell/115-159th-St-SE-98012/unit-1/home/108293846
719,Single Family Residential 2018,15202 36th Dr SE Bothell WA 98012,Mill Creek,724500.0,5,2.75,259,6098,17,30.0,http://www.redfin.com/WA/Bothell/15202-36th-Dr-SE-98012/home/2906390
720,Single Family Residential 2018,17130 51ST Ave SE Bothell WA 98012,Bothell,1375000.0,3,4,485,91040,17,212.,http://www.redfin.com/WA/Bothell/17130-51st-Ave-SE-98012/home/113826769
721,Single Family Residential 2018,19322 6th Dr SE Bothell WA 98012,Bothell,714915.0,4,2.5,273,3920,17,21.0,http://www.redfin.com/WA/Bothell/19322-6th-Dr-SE-98012/home/25710260
722,Single Family Residential 2018,14610 26th Dr SE Mill Creek WA 98012,Mill Creek Country Club,599950.0,4,2.75,271,9148,17,38.0,http://www.redfin.com/WA/Mill-Creek/14610-26th-Dr-SE-98012/home/2781764
723,Single Family Residential 2018,17525 3rd Ave SE Bothell WA 98012,Mill Creek,709950.0,4,3.25,316,5663,18,60.0,http://www.redfin.com/WA/Bothell/17525-3rd-Ave-SE-98012/home/105199351
